Order_Item_Id,order_id,product_id,Quantity,price
BF8R5H1P2L1C,O500521,100521,3,213.59
BL8K2F7H9P4B,O500522,100522,1,286.16
KP8H3D7O2O8L,O500523,100523,6,558.02
UO6G3B3B5U1D,O500524,100524,1,544.73
YZ7M0W1X2O9E,O500525,100525,1,292.37
KG2K5S7W5W7W,O500526,100526,6,380.06
GX1T4F6E4M3U,O500527,100527,50,38.46
AP4C6Y8G9P6L,O500528,100528,3,714.78
HD5M9R2Y1F7J,O500529,100529,1,477.62
KG8X0D9M5K7N,O500530,100530,1,439.75
BP9D5U4E6M8D,O500531,100531,6,142.89
OH7A4L6O6L2U,O500532,100532,50,130.38
BE9D8J7E6J3J,O500533,100533,50,770.7
OE3X9B9O4F9C,O500534,100534,1,153.57
RY9K2E0M8A7M,O500535,100535,7,443.16
RU7Y9O0B4O9T,O500536,100536,3,132.51
EM0V2Q8E1X0F,O500537,100537,3,839.68
SV9D4F6S0E2E,O500538,100538,3,87.51
XT4F8C0S5F0P,O500539,100539,6,553.52
DM0H8Q6S5W1E,O500540,100540,3,463.12
IB4C6Z3L8B5S,O500541,100541,3,375.69
QA4T4S6N1Z7A,O500542,100542,50,338.52
UJ3L3C0Y3G7O,O500543,100543,6,159.47
VT0P6N7A5L8T,O500544,100544,7,418.03
BX9H9F9Z4E3X,O500545,100545,1,227.2
MC9D2K2H1K0J,O500546,100546,7,882.66
SG7O7V4O7T8O,O500547,100547,6,553.65
AS8J0V7S9W8Z,O500548,100548,50,18.93
MF5J0V4T1O3K,O500549,100549,1,456.32
TG1R4O0R3Z0N,O500550,100550,6,943.26
OS3U6X9R9Z3T,O500551,100551,7,530.61
HZ3N6T1A6O4O,O500552,100552,6,318.89
YT7M1R3A8R9J,O500553,100553,6,974.16
AW2F0B0J9O5B,O500554,100554,1,519.32
GH7B6I3T4J2T,O500555,100555,1,188.82
WR1K5N9E8A0H,O500556,100556,6,517.76
CE4O6F7I0V4X,O500557,100557,6,802.72
RH2H6T6E3P2H,O500558,100558,7,80.33
BF1A3O3Z9U5V,O500559,100559,3,390.88
LE8M2Q1P9J2R,O500560,100560,3,19.01
MN6N8B3O1Z7X,O500561,100561,1,901.94
CO8R0F1T0A4O,O500562,100562,3,402.18
WN5Z6A8S3V0R,O500563,100563,50,188.94
OG0T5P3U2K3L,O500564,100564,50,585.35
UZ8E5R9T1N1Q,O500565,100565,6,18.6
OV8H6Y2L1T9M,O500566,100566,6,222.86
QT6P7L1N4P7L,O500567,100567,6,359.53
MD7P1G5G1M8P,O500568,100568,6,80.72
SG6L7A1V6Y8X,O500569,100569,3,49.25
BO0P2A4L0A3W,O500570,100570,7,767.26
HA2S8G9F4G0X,O500571,100571,1,228.03
JM0M1T8X8G4U,O500572,100572,1,803.65
BB9D2E9E3E5Y,O500573,100573,50,190.78
XP0G2N1E6S8M,O500574,100574,6,542.48
XJ7H0Y6V4N7M,O500575,100575,50,488.27
ZP8I0B1G2E5H,O500576,100576,1,358.12
GB0U7T0S7Q2O,O500577,100577,3,925.38
GW3U1O8X4F3Z,O500578,100578,50,717.82
CO8N6H3F6S6V,O500579,100579,6,130.18
TQ1N8R0L3M4H,O500580,100580,50,813.29
OD8I6I6H8X5E,O500581,100581,50,973.48
RW2V5N9H6Q6T,O500582,100582,7,607.24
NN6I5G4X7B1F,O500583,100583,1,960.56
CM6M1G6X9O9C,O500584,100584,7,665.32
VB1K0V6R6O6Z,O500585,100585,6,135.83
AU2W9A5I0L2U,O500586,100586,6,311.12
GV7L8O5X6C3C,O500587,100587,50,319.11
NB0K2R9T2T1C,O500588,100588,6,169.16
EN8P9T2V6X6N,O500589,100589,3,601.18
LY2T1F2U5J6I,O500590,100590,7,788.98
NS7E8P1M6H7L,O500591,100591,3,526.83
MX8C9I4M1B5Q,O500592,100592,7,294.59
JG4D2M4M7K7Q,O500593,100593,7,203.33
UQ5S9X1S2R2R,O500594,100594,3,958.98
MI4N9C3W2F3W,O500595,100595,50,230.34
VP7Q5I7X0C6D,O500596,100596,50,174.39
LI5A9T3S2C2C,O500597,100597,1,860
BC2K6Y1Q2K0Z,O500598,100598,3,602.86
ME6F7G9K2Z7E,O500599,100599,50,121.54
QC4R3E0D0A5J,O500600,100600,7,134.9
IV5T2N1U8C0B,O500601,100601,1,562.55
SO1X7Z4N5B6F,O500602,100602,7,577.14
YP2X7F5Y9V3R,O500603,100603,3,295.08
SM1L1S5C9C2O,O500604,100604,1,422.38
GE7W6Z9T1V6O,O500605,100605,3,843.24
VS0U7P2K9T7Z,O500606,100606,3,441.12
TE3S1J8E5V2C,O500607,100607,3,917.77
BQ6R9O9V5A5L,O500608,100608,1,569.32
BF7I3H2L4T2E,O500609,100609,6,23.07
KI3H4A4M7D3H,O500610,100610,50,575.5
MF8D8M7V8C8D,O500611,100611,6,574.49
ET7G6O9O6W5T,O500612,100612,1,966.18
QH3Y8J4J1T1J,O500613,100613,3,185.43
YI2L8A8L4B8Y,O500614,100614,1,574.92
KJ0U0G9D8U8E,O500615,100615,6,735.06
QA9C5X6I5P1D,O500616,100616,1,487.66
NI6M7W0G4U3S,O500617,100617,50,623.9
KZ2Q0E2M0W0R,O500618,100618,1,186.27
TX0K8K4S5Q5V,O500619,100619,1,720.12
ZD6I7X6N9W3L,O500620,100620,6,623.71
SN3R2B8F8J1E,O500621,100621,50,514.86
OL6H8C7A8B9V,O500622,100622,50,42.17
MD1P6K2M1L4V,O500623,100623,1,790.85
GU5Y4F8V3W3E,O500624,100624,7,866.15
VK9V7Y9E7N6L,O500625,100625,1,110.44
OK7A2H6T5C4L,O500626,100626,50,169.58
CL9A0D8N8E5H,O500627,100627,6,157.82
CJ1Z0H1P0P9F,O500628,100628,1,809.82
MX7K5W5B5M9T,O500629,100629,3,490.41
MA0Y1Z7L6L9G,O500630,100630,3,447.39
XT1K2U6Q9Y2A,O500631,100631,7,770
EG3D9G2K5L5T,O500632,100632,3,748.28
OU3U1S0D0O9Q,O500633,100633,6,863.42
FI6A6A5S5M5P,O500634,100634,50,153.15
FE6Z5B9M3K7L,O500635,100635,3,386.31
KF2A5U3A3D2R,O500636,100636,3,496.63
RZ9H2D3A5V1I,O500637,100637,1,324.74
PS9G0M0Q5U1R,O500638,100638,1,543.1
TM6D0A5K5P7C,O500639,100639,50,378.19
HP7K0W2Z9A7R,O500640,100640,1,797.81
XX4Q2D6D6M5B,O500641,100641,1,746.7
ID8D1W7C0X8I,O500642,100642,3,170.69
EK5M9W1B8N7J,O500643,100643,6,75.81
BZ4L0D9H5J6K,O500644,100644,7,283.54
CX9B8U6E2Z9N,O500645,100645,3,659.35
EX0K0D7U5J0V,O500646,100646,1,804.08
OB6Y8A6Z8C7S,O500647,100647,6,157.42
WP7C9V1P3G8M,O500648,100648,1,135.67
CK3C1P0J0T3F,O500649,100649,6,997.81
UA9W8V1Y7H8Y,O500650,100650,6,586.26
HN5T2W0H8V0T,O500651,100651,50,363.51
ZR6C3B8Q7Y4T,O500652,100652,50,182.36
UJ9L5V6H8G5U,O500653,100653,3,934.86
LG2M4O6D2J3O,O500654,100654,3,718.25
XT2X4Y1N9H2I,O500655,100655,50,69.08
MJ5X3M5I9U5B,O500656,100656,50,218.45
SE1B6Q5I2Y8Z,O500657,100657,1,185.54
BE4G0K5Y8F9D,O500658,100658,1,132.87
QG3F4E4T8X4D,O500659,100659,6,773.31
RG1Y4F5L8L7M,O500660,100660,3,538.9
GI0A4G5W8V0F,O500661,100661,50,568.79
NU1P4Z5U4J0A,O500662,100662,1,503.04
UB1M0D8D8A9S,O500663,100663,7,275.59
BL7V1D0L7S5V,O500664,100664,6,704.34
TY3R8Y4K2Y7H,O500665,100665,6,615.28
CM9L3D9L0V4I,O500666,100666,6,815.64
PH0G5I1H6G9T,O500667,100667,6,129.09
ED9U1O5V7D3M,O500668,100668,1,800.7
FB2G4H5Y4V7Y,O500669,100669,7,190.18
IA8S7N7J6X4V,O500670,100670,6,613.98
DU9J7V6S4A8G,O500671,100671,1,407.93
FI5X9W9J9W4M,O500672,100672,50,940.34
WM0G0V5G7C1N,O500673,100673,6,87.93
TO2T4X9I0X1G,O500674,100674,50,917.89
BJ4R3E4A8E4M,O500675,100675,50,172.2
JR1Q6V3N2D8W,O500676,100676,50,808.68
BH5Y5Y8M2R7O,O500677,100677,1,610.76
VK7T1W3W1T7X,O500678,100678,3,469.52
WF2X8H9G5N0Y,O500679,100679,3,107.05
DM5N6B3R7K2U,O500680,100680,7,419.29
PZ8X1W2F1A2T,O500681,100681,6,878.34
HT7P0P0V2A4G,O500682,100682,3,458.69
ML1U2T4D8Z2Q,O500683,100683,3,382.24
LL3J1L3Z3Y6G,O500684,100684,50,43.8
XR9G3X7D5C0Y,O500685,100685,50,731.83
OQ8U9N9V1L5Z,O500686,100686,7,374.3
MT1A2K2Z0L8J,O500687,100687,3,539.03
ZQ0N6J5D1G5P,O500688,100688,6,84.83
WO6Q0M2Y6T6O,O500689,100689,3,178.92
SF4M5L8F2P0I,O500690,100690,1,642.27
OC8X1E8U0U7H,O500691,100691,3,274.72
CG1O1U3B9H7Q,O500692,100692,1,264.01
QL1H3N2C3N4V,O500693,100693,50,663.34
LB6P5W9G6E3E,O500694,100694,7,171.92
JM4U7F6S1G4D,O500695,100695,7,173.8
SF3K3P1U6U5Y,O500696,100696,1,25.18
AZ0W0T8B7N0S,O500697,100697,6,190.72
TD6G0F2K7O9Z,O500698,100698,7,354.08
RI0T0T4Y3M3T,O500699,100699,6,247.84
JH1D4B8G6K0P,O500700,100700,50,408.43
OF5S2V8Z1M4K,O500701,100701,3,570.77
KR4X8I9F7C9R,O500702,100702,50,297.29
DS8D9H0X9R0X,O500703,100703,50,411.35
VU4T7S8R4H2K,O500704,100704,6,493.36
MM6K1Q2Q3Y5C,O500705,100705,3,21.22
JR3W1I5Q8J4Z,O500706,100706,7,944.82
QI2L4X6B4B9Y,O500707,100707,7,866.58
ET6K0K0E3Z3N,O500708,100708,3,392.8
MA0T8T9I4N6X,O500709,100709,1,837.66
ZW6U9V2F1B7A,O500710,100710,6,88.79
JX5O1C7D6L3T,O500711,100711,50,72.99
KY5J5L3G3V0R,O500712,100712,50,898.29
VI7C3Z3C1V4I,O500713,100713,3,280.12
NO5L6O9W9N0Q,O500714,100714,1,759.38
QI3J5K5L4I4Y,O500715,100715,3,300.08
JF0U2F9T8Y7B,O500716,100716,1,210.21
SU7O7T3U2Y6L,O500717,100717,50,889.51
JE6O9V4O4E3Y,O500718,100718,3,858.82
VJ4H7I3L7B4S,O500719,100719,50,540.44
YZ0O4H5L3M4O,O500720,100720,6,681.21
QP1R5W5Q4N8A,O500721,100721,6,807.62
KC1Q6J2F9I3S,O500722,100722,50,385.27
XD6Y5R0F5L8N,O500723,100723,6,729.27
JJ0N8O2F3M9W,O500724,100724,1,474.61
BK8D9L4Z6M6N,O500725,100725,1,231.01
GH2R1B0N3Z5F,O500726,100726,6,359
PL1B3R3G6Q8V,O500727,100727,7,287.28
TP1J1Z3V4G4Q,O500728,100728,50,164.53
UR5O7P9F1U8I,O500729,100729,7,869.03
KM9A9Q0O1Q4M,O500730,100730,50,297.78
EG7Q8A1D7R5G,O500731,100731,3,490.91
HB1Y3E4D6E8Z,O500732,100732,6,234.89
EZ9P5W2S5Q8B,O500733,100733,3,812.92
NY3F4S6F3Z2O,O500734,100734,50,364.06
NV9K0U4B0A1O,O500735,100735,3,839.49
QI4W5H6F3M2B,O500736,100736,3,915.2
GF2B4E3S9U8F,O500737,100737,7,611.65
BD8R6Y3E9N5S,O500738,100738,6,462.14
GW9U5G2Q7B0V,O500739,100739,3,113.68
XV4I2D6L7G9D,O500740,100740,1,720.15
LU7E5P1C5Y7F,O500741,100741,7,326.39
ZZ5J0V5P2K3D,O500742,100742,1,898.6
KG3H1A7M9P4F,O500743,100743,50,48.36
TZ8H5O8V9Q9K,O500744,100744,1,955.32
VU0N0M5Y4I3S,O500745,100745,7,716.06
CK6M7H0S9H2P,O500746,100746,1,633.22
GM8W2S0V9W3A,O500747,100747,7,664.92
IV9H9Z6B0I3J,O500748,100748,6,630.67
UV0Y5L0X3O7Z,O500749,100749,50,37.49
EB1B4C9G4R6H,O500750,100750,50,138.32
XS6R0V4X7J0F,O500751,100751,3,634.27
QN5V4F8F6N3S,O500752,100752,1,882.24
DF0I7K5V2E0Z,O500753,100753,1,369.9
TY1Y6V1R8F4Q,O500754,100754,7,394.32
WP5P1C8I4P1E,O500755,100755,6,629.39
JN0X2W3M3H8S,O500756,100756,50,634.91
ZG6N4U7T9C9G,O500757,100757,6,159.83
PO5I0F1N8E8H,O500758,100758,3,708.82
VV5D2K8T2J6X,O500759,100759,3,497.35
NJ2Y6Y8W3Z1Z,O500760,100760,50,506.04
NW3T3S2S0D6G,O500761,100761,7,277.38
OI4V3S1C3B0X,O500762,100762,50,271.51
MC3J2F3G6D4V,O500763,100763,1,833.73
AH7U4Z1O4B4T,O500764,100764,50,398.15
HJ5E0E8P6V3D,O500765,100765,6,923.25
BA3W2B8W3W7K,O500766,100766,50,960.59
JG8B8K3S7J5J,O500767,100767,50,554.26
TG1N8O4G6G8Q,O500768,100768,3,840.28
EC1A2B0L3F0U,O500769,100769,50,114.35
TK4Z7X3X2O2V,O500770,100770,7,372.69
YN3F0S3L2D6T,O500771,100771,3,643.93
QQ8N5Y2D7P7Y,O500772,100772,50,32.14
PQ0D0T4I8Q4P,O500773,100773,7,963.84
CC3S8I5W1R0J,O500774,100774,50,861.08
XC4Y5R5U1X0E,O500775,100775,1,71.31
XP2Z8K8V0E0Y,O500776,100776,1,991.93
WY9D1J4J1S4K,O500777,100777,1,99.71
XO8T7G2H2L5F,O500778,100778,6,284.31
HC9K0L8Z1G2O,O500779,100779,50,970.64
DD7E9H6H8Z4T,O500780,100780,7,958.61
FW6I6P2U9H6A,O500781,100781,50,41.09
WC5Y1C4S1E5Y,O500782,100782,7,797.81
HT5K1I6H4M6E,O500783,100783,6,735.21
MR7T7S3N5C9D,O500784,100784,3,370.21
QK1K2Q4S5K4R,O500785,100785,7,60.71
LF6N1Z2O6O4I,O500786,100786,6,469.6
SE9K5X4N1V1K,O500787,100787,3,376.5
VQ5N3N3F1P4B,O500788,100788,3,170.04
JC4A7G2N7I9W,O500789,100789,6,166.88
GN0V6F6D4H3A,O500790,100790,50,96.63
ER7K3T0P0T9C,O500791,100791,50,511.83
ZJ9O4P5U4J4W,O500792,100792,3,243.28
VF1Y6J7V2G5H,O500793,100793,50,641.96
RU5Y0L6X4N2Z,O500794,100794,1,311.99
RB7A3Q0D1I8O,O500795,100795,7,625.83
UF6Q4E4C3O1G,O500796,100796,50,589.19
WB6H5O6P4L5O,O500797,100797,1,950.53
FA2L7V8T5Y8X,O500798,100798,3,390.01
UD6L3M2G4S6G,O500799,100799,7,600.54
CM0E1T8O6G8O,O500800,100800,1,705.45
QV9P4H2Q0O7U,O500801,100801,7,627.29
YI2F5A9E8Q8Z,O500802,100802,3,122.65
DC1J9N1P6J1M,O500803,100803,1,708.64
MG6X3P2P6W0Z,O500804,100804,6,832.44
HN1D8C0C6I7X,O500805,100805,1,424.51
YW3F7P0L0P1M,O500806,100806,50,244.25
QO6R9M5N8X0E,O500807,100807,3,805.02
ZO4H8Z6R6N6E,O500808,100808,6,112.14
TW0U6I9S9P6K,O500809,100809,6,79.7
DE3V3T0J4O6M,O500810,100810,3,159.56
TO4X8Q9U1P8X,O500811,100811,7,540.08
MB4G3U4C4C3P,O500812,100812,1,85.66
UV6N9R5A8Q6M,O500813,100813,3,203.08
RA6L5Z4M5S9M,O500814,100814,50,59.11
KS4T7C2A8F8K,O500815,100815,1,251.64
AQ7D2L0Y4N4J,O500816,100816,50,625.98
RP7A8C1F6O7U,O500817,100817,50,113.93
VK4N1U2B3V8Y,O500818,100818,6,77.89
FY8Q7Q2P2F5B,O500819,100819,3,994.25
JG1C9C2H3F1R,O500820,100820,3,598.09
YV6E2M9F6V1N,O500821,100821,3,871.53
EJ5D9L9B2Z1B,O500822,100822,7,456.6
EZ4Y1S0E5D6K,O500823,100823,50,977.8
NC9W5B8B2R5P,O500824,100824,50,385.22
QK8D8O2B4O8K,O500825,100825,1,346.77
OX0A5B8E2R2H,O500826,100826,6,642.87
AT2C1Q0D5P4K,O500827,100827,3,133.76
ZX5G7Q6P7D2K,O500828,100828,50,753.94
YP7E9X0Z3R6N,O500829,100829,7,690.76
VF7Q1U6K1Q2O,O500830,100830,50,722.86
WF4U2M9J8K7W,O500831,100831,3,694.3
SG7Z2N8Q3Q5R,O500832,100832,1,870.48
UW5C9P4A9I5K,O500833,100833,3,885.4
QV1P0U6O6J2W,O500834,100834,50,30.96
DM3F9Z4G9X0M,O500835,100835,3,670.33
ZY4H4Z3Q0Q6T,O500836,100836,50,294.13
VE3T1N7M9U4A,O500837,100837,1,155.69
SS1U8D2J1J4F,O500838,100838,7,53.4
BM2L9I4W5C9X,O500839,100839,50,88.31
AN7Z3Z1S2X6Q,O500840,100840,3,466.26
DU4U9Y1Z9O4Y,O500841,100841,3,32.04
FW3M0C1L6H0P,O500842,100842,6,251.36
KK6O4G8F7C8Z,O500843,100843,50,745.86
WM7A3H0N5N4R,O500844,100844,3,231.28
MM4W7R6H1I6E,O500845,100845,7,634.86
EW5P3R1A5E9K,O500846,100846,1,824.83
LL3B4V5Q6O5O,O500847,100847,3,684.76
JF4I7J6U8E3X,O500848,100848,7,285.96
FB4D7E7K3G6H,O500849,100849,50,859.77
PY7F5S2C8T6H,O500850,100850,3,445.79
KY2X4J2F6P8P,O500851,100851,7,908.66
CP6L4Z1P9H9F,O500852,100852,7,584.27
PZ5S7P5T9R3O,O500853,100853,7,801.19
UV6I1L9V6O5D,O500854,100854,3,749.26
LM5I8V3X2Y6Z,O500855,100855,3,750.46
ON9T0A3U0J6I,O500856,100856,50,497.75
YW8Q0Z3V0I2H,O500857,100857,50,793.98
HA0R4H5L6V1G,O500858,100858,3,949.39
HT2K3P2N4O8Y,O500859,100859,1,531.67
NW8I2O0Q3L7L,O500860,100860,7,103.44
NQ9B3S4Z2Q2K,O500861,100861,1,403.03
AH7Q2I2X3K6U,O500862,100862,7,25.94
TI9Q8G4H9J4O,O500863,100863,3,994.27
FC6I8L9L6M0L,O500864,100864,1,56.2
IE2S2Z8Y1G6Y,O500865,100865,3,402.46
QJ7A5S0G8C5M,O500866,100866,6,328.31
WH9F0P4C5N2A,O500867,100867,7,37.55
RS9V9Z4N7N0C,O500868,100868,50,399.67
ZM2W1V7D3C2D,O500869,100869,6,481.37
CI0N4R8V3S2R,O500870,100870,3,951.73
LH0V6M7Y2B9X,O500871,100871,1,730.77
CH6V6H9Z2V5W,O500872,100872,6,141.44
DW3V6H9N2B1M,O500873,100873,6,883.99
SA2H1H9W2B4J,O500874,100874,3,143.15
GN2B8Z7C1C5R,O500875,100875,6,145.26
ZR2G5Q7P6H1A,O500876,100876,3,790.74
ML4G2K3K7A5Z,O500877,100877,50,908.37
DK9D1V8G4R1E,O500878,100878,1,909.22
EZ9N1R5F8S3L,O500879,100879,1,258.37
LJ3O9T7J2U5X,O500880,100880,50,817.68
QJ4V8I6X1N2S,O500881,100881,3,954.02
IJ9C0W5F0H6O,O500882,100882,6,190.06
SG4F6Z9V9K0K,O500883,100883,3,671.22
DN3G8X8M5P6D,O500884,100884,50,341.56
UI9Q4M6C8B5V,O500885,100885,3,304.33
SR0B1W7R4Z4W,O500886,100886,3,763.41
UA4T1Y0Q5Y6W,O500887,100887,6,161.78
SQ1I1S2F2N4B,O500888,100888,1,157.64
JC6Q4V7F5Z3R,O500889,100889,1,661.63
LU0Z7Q4H7B6N,O500890,100890,1,800.26
UH9A2D1C0T0Q,O500891,100891,7,902.59
KZ6Y9V4P6G9W,O500892,100892,3,287.57
MT1T1Y9J3R8T,O500893,100893,6,275.68
DT9B3G6G4J2K,O500894,100894,3,726.72
HN4P6Y9A9Z5K,O500895,100895,1,638
PG3R4F0M1K8D,O500896,100896,7,703.42
GH3K5U5Y2D7G,O500897,100897,1,845.09
AL0N7Z6G6G9O,O500898,100898,6,703.81
HC7U4J0W7S0Z,O500899,100899,1,310.08
JQ7D8A2F1D8M,O500900,100900,50,70.05
YD7X4W2F3B5X,O500901,100901,6,104.35
RZ7Z0A6L8P4A,O500902,100902,3,358.69
JU5V5W8J3W5Y,O500903,100903,6,928.11
KP7D2Z8T6B0B,O500904,100904,6,16.43
CR1K2J0M3W6R,O500905,100905,50,628.3
MQ6O8B4M2T3B,O500906,100906,7,484.09
RO2N6Y5X5K9R,O500907,100907,7,967.17
IE2D7W2U7J5E,O500908,100908,7,445.21
KO8K1G3F6I5M,O500909,100909,7,528.96
AD9V2G0R9B3S,O500910,100910,7,712.5
HC2V3I2D9X4T,O500911,100911,3,657.01
RW4X1Q3W7O7Q,O500912,100912,3,57.55
BY5D2N8R4P0W,O500913,100913,6,824.2
LZ1Y6A1V6K0R,O500914,100914,7,440.84
PB7Q7Q9B5D3E,O500915,100915,1,799.49
BY2B1H4A5G8G,O500916,100916,3,578.08
HG0N3Z9S3O5T,O500917,100917,50,850.17
IH7X7O7M0F8I,O500918,100918,7,975.36
CZ7M5T2F1B1Q,O500919,100919,50,529.27
TJ1Y3W7R8F6I,O500920,100920,1,595.71
UK9L5K6C9E9V,O500921,100921,50,873.41
LG8E9Y2Z3L7Q,O500922,100922,7,69.86
TM8O2G6G9A1Z,O500923,100923,6,727.48
TS5J6R4N1E4N,O500924,100924,6,482.64
IH3I6A5E4S8U,O500925,100925,50,311.86
HC4I4P8B1R6J,O500926,100926,3,701.99
VX6C8Q1A1Z4W,O500927,100927,3,296.89
FL1H0F4V7E1B,O500928,100928,1,633.19
WA1J6E2E9F8S,O500929,100929,50,687.01
UD2O6G2L0C8R,O500930,100930,1,506.7
XQ8Y2J3Q1H5X,O500931,100931,1,956.01
VG0U6U6A4V4C,O500932,100932,1,252.45
QZ7X8C4T6V1Y,O500933,100933,50,867.09
JD5X4F4Y6V2G,O500934,100934,6,577.64
GQ1Y6D1M4B7G,O500935,100935,1,830.66
IV1F5D9U4X3Y,O500936,100936,7,687.36
FF5E2B2X9G7L,O500937,100937,50,772.84
LY3C6D4A4X3I,O500938,100938,1,315.36
CS9D7R5R0S1G,O500939,100939,3,954.3
MY8G5S4D0U9O,O500940,100940,3,563.32
VQ7E6M4F2V8X,O500941,100941,1,861.18
JF4K2P4A9E4P,O500942,100942,7,867.58
AY0L9O0J2X3W,O500943,100943,3,653.65
YJ7B3I0Z6A4Z,O500944,100944,1,757.58
EW8X8T0M2J9O,O500945,100945,7,540.34
RR7E6Y9P6X5A,O500946,100946,6,486.61
QM4W0C5M3B6Z,O500947,100947,1,835.45
DQ8X7I3C3Y4K,O500948,100948,6,475.66
EP5E1E4F3X8R,O500949,100949,3,540.27
PY7P7N8B9W7D,O500950,100950,7,168.05
DD1I4H7V2L7E,O500951,100951,50,142.28
WC9P9M6M7W4A,O500952,100952,50,492.12
MV5J5J3Q3E7Q,O500953,100953,50,813.13
JE6Y6M7Q0U1B,O500954,100954,50,585.77
MC3P7F1D1Q9M,O500955,100955,3,269.63
UD9W3N2O7T9T,O500956,100956,6,799.42
OW4R0T8S2G1F,O500957,100957,6,524.34
NA5A8N6I2V1V,O500958,100958,6,399.98
FV8D5O5N3R5N,O500959,100959,7,827.48
ZC7R4E4F6O1K,O500960,100960,50,166.51
AB1T6Z6E3Z8G,O500961,100961,7,383.61
WS5I6T1Q3V5K,O500962,100962,7,469.31
SK3G5G3U3R2X,O500963,100963,6,899.09
QE0X0V7K6M2W,O500964,100964,50,684.38
DB8S9K8W6T8I,O500965,100965,3,590.93
VW7N4G3I8K6J,O500966,100966,3,615.21
ZS2A0S6C5R6Q,O500967,100967,1,161.85
HZ2S1G8S7B3A,O500968,100968,6,398.19
ET5V5L1I9S4I,O500969,100969,50,201.13
EY1Z1O7C9C7R,O500970,100970,50,883.83
AE0B4M8X3B1D,O500971,100971,6,689.23
PG6V9S1X8K4V,O500972,100972,1,830.24
SM5G1R1K0M2N,O500973,100973,3,149.77
JV9K0D0K7C9T,O500974,100974,1,721.73
AD8E6F5M1B2J,O500975,100975,3,532.47
MZ9W8T2B5Y6N,O500976,100976,1,514.84
AG5T3T0H6D5X,O500977,100977,7,552.86
RC3V3V3N8U4V,O500978,100978,6,519.82
OA1Q0W5L2Q6E,O500979,100979,3,499.48
QU4C5Y3M7N4U,O500980,100980,7,809.22
VD8S2T8U8M2X,O500981,100981,1,881.39
ZV4L7D0X7X1F,O500982,100982,3,275.17
OT5D7W1Y2Q0E,O500983,100983,3,252.69
DM8V2A0Y8H0K,O500984,100984,3,569.67
VG1M2L3C0D4A,O500985,100985,3,186.83
LN9N8B5K4L7G,O500986,100986,50,554.56
JA3H0V8T1M9Q,O500987,100987,1,141.67
VM3G1S2K6F8K,O500988,100988,6,719.5
EJ3O0S6G8J5W,O500989,100989,3,417.91
NU2Y4U1L5I4T,O500990,100990,6,663.76
OT3A6V4S0A3Z,O500991,100991,50,728.31
AD8Q3D5Z6S8P,O500992,100992,1,768.19
FS9X9X5Q4Q4H,O500993,100993,1,360.3
QO6I9P6S3J6H,O500994,100994,6,196.21
NX6X3Z2J8I9I,O500995,100995,50,375.91
SD6J8O1I5M5G,O500996,100996,50,94.98
CA8O6A2P7K8O,O500997,100997,1,280.67
ZK2R1D6J1T4D,O500998,100998,7,873.36
OL9G5K8Y7N0D,O500999,100999,7,848.89
CO5X6A2M3D5B,O501000,101000,50,988.97
DU3V6M6X3F5W,O501001,101001,1,234.7
DS0O8G9C0K2V,O501002,101002,3,876.61
XX7X3F0O8D5Z,O501003,101003,6,546.41
JK9E6U2V9Y9X,O501004,101004,50,112.4
XM9L1K9D4X2H,O501005,101005,7,53.65
PJ9S1Y1M6V7O,O501006,101006,7,798.2
MV2Z5K0O0U3O,O501007,101007,1,869.93
MX5P0X3V7F7J,O501008,101008,50,203.4
RF4T7Y6B8V6W,O501009,101009,3,191.45
FZ9Y8C0F3G2N,O501010,101010,3,304.16
QL9R5I3G8E5S,O501011,101011,7,656.76
YT1L7W2M0A1T,O501012,101012,50,949.39
QC5I3E0P8O4B,O501013,101013,3,492.38
CA4W3S4K2O4J,O501014,101014,6,847.73
NK8N6B6C4L7J,O501015,101015,1,90.21
PZ9F5A7Y1H7A,O501016,101016,6,44.89
GR6Z3B5W0Y4S,O501017,101017,1,652.47
DN7J8V5A3D6E,O501018,101018,50,421.73
XW2A4D3P2Q3X,O501019,101019,50,290.74
JI1B7P5I4L7F,O501020,101020,6,353.08
YO3E4O8B6R7G,O501021,101021,3,230.27
AN7W7B2A5C1G,O501022,101022,3,963.36
FE2U2S3J5A6I,O501023,101023,7,487.71
IT0V5N0T3E6J,O501024,101024,7,77.72
VO9C4M5N6B9W,O501025,101025,3,449.24
KP7Z7E4Z1Y1A,O501026,101026,3,508.58
JI8J6W3Y9A1C,O501027,101027,7,170.45
LY4K5H2H2I6X,O501028,101028,50,413.51
ZW9Q8W5I4S9M,O501029,101029,3,259.65
FU5D3V6J6P0W,O501030,101030,1,777.96
BD8V0J3Z2U6L,O501031,101031,50,384.77
HU2E4C7J8M5O,O501032,101032,6,939.48
XR7G6D1Y9M2F,O501033,101033,1,75.09
CN0P6S4M9G0N,O501034,101034,7,655.78
YZ8R1H0K2W1C,O501035,101035,6,966.66
VO1N4U8C4I4C,O501036,101036,50,747.36
JH6R1U9X5Y3R,O501037,101037,50,483.3
XN3M0C9O8N3G,O501038,101038,3,625.21
IX5S1G9T9K6E,O501039,101039,7,224.69
DO1L4B9T8L0C,O501040,101040,1,664.15
XV7W3C0N5R3C,O501041,101041,50,183.08
PD7Y4T3R0V2U,O501042,101042,6,999.01
IF4X8F2L5P8S,O501043,101043,6,669.38
