Cart_Item_Id,Cart_Id,Product_Id,Quantity
LX3Y7E0B2Z7O,WG94J5IL6A,100477,6
MV8D0Y3V4V4K,PF14Z1ZH4S,100478,6
DL3Q3B7P2U6B,YC05B1ND8Z,100479,7
EQ7C1R5R2T3D,SB18Y2XW7N,100480,7
WV8D2J4P0F2K,PO57O1QE0E,100481,50
VV4X3H2R0C8X,YX23K1JL0T,100482,3
RC6T9W1N7E8X,CO00S4VI1A,100483,3
YS3I7Q4S8T8K,WK76E5NA1B,100484,6
YT4X0X6X4Z5J,MM60P0GD3J,100485,3
OQ9J5W8G7Z8S,IO64J5IM4V,100486,3
CI4T1I1W6K2N,RQ92O2KW3Y,100487,7
EE8V0D9E0S3G,QT69C4TI3W,100488,6
DV2Y7R5J3F5V,PX44R2CW3B,100489,1
YS0E7T9I8F4C,MN92Y8PT2H,100490,7
VR1J1N1A2V7J,KW85X6RV6E,100491,6
PT0S2A5D7D0N,NM27A2SV9I,100492,3
YA6G8H2Q2K1A,CW73K1KA6Z,100493,50
CX7X2E8D0N4N,MW99V4KI2D,100494,3
FD3K2Q4I1O9V,FJ92H2DT5S,100495,1
RQ8D7J5D5Q9C,EH66A7RK5B,100496,50
RZ4S7C9P9X8X,IL08T7LV2R,100497,7
YC9I8D0M4U5T,HF35L0DH1S,100498,3
HK9L0O8R2D9H,IY97S9YX7I,100499,3
RP1L3E4U5D4A,VL04E9XQ4T,100500,6
QW5H4V3S9F6B,BG47E5RO1B,100501,7
ZT3L4Z9J7N5S,EM36S3XO5R,100502,7
UG2X4E0V4H1F,PH71W2XG9B,100503,3
HS3D0N8N5E3Z,VN69O6ZD6B,100504,6
BX9T6O7N0Z2P,RB27I2SY3I,100505,50
SZ3G5B0R3X0M,YJ49X6XE3L,100506,7
LI8Q3W1B1N7P,SZ68X2XT5N,100507,50
AR2E5Z7O3A3B,MY07W0PD2H,100508,6
TY0R8W6J6D4D,KY09A1OG6B,100509,6
ZQ4T1G2K6Q0O,PU41J1XJ3Y,100510,7
VZ5A5E2F0W1Q,IQ79V8WW7U,100511,6
KN6A0Z3W9Z3K,JU71H6WI8Z,100512,7
AQ0R9D7X3X5D,GG39M9DZ0D,100513,1
OK9B4P1Y4H2Z,JY74K8AQ0L,100514,1
OL7E2S6N6F4N,IN98J5QD8T,100515,50
NM1K5T7R3V6I,MU53Z1KW5O,100516,1
LO8U6K3Y1N0Q,XW61Z3AQ2C,100517,6
EG1C4S1H7K4J,BW84I6OI1Y,100518,50
XW5G6A1J2Y8O,HE85Y4PH9Q,100519,7
UW4H3O6B8W5L,HF16Y0QC4Y,100520,3
IE8M4P4P5G5O,LH93A6SN0C,100521,3
ED2X9U2W3A3N,FZ53J5XB3L,100522,1
CX9J9F4F2R6V,QJ09D4UW0P,100523,6
PV1G6X9V0P6W,JE06G2HP5Q,100524,1
QS4C1E8M7H9B,DW83X8YG2Q,100525,1
ST4S8O0J2K3I,LS58D1FO8D,100526,6
XX5E1A1I5O0C,AD33Y2VB0J,100527,50
BS0X5D4Q3L1P,GF28E7RV7L,100528,3
PE0S2M6J9J4D,RA70W4ZH7H,100529,1
JP4D0T4V6O5Q,MM65Q7JG4M,100530,1
PL7T2E7P8Q4C,BP19W3DR4I,100531,6
TK2I8A4E8B4D,QA83G5VM9L,100532,50
VN3I7M9P5Y2T,UJ64H8RE1U,100533,50
FF5M3Z2I7R2S,HA60A9WG5N,100534,1
MC7S8K0L1U2M,XK59J6HH6Q,100535,7
PP3A4A8U4X6F,PD58P4KQ0F,100536,3
PU3V8I9J2K5Z,DV80B3QN5C,100537,3
RV6K7D4E6S3G,YQ13S7OL2O,100538,3
OJ2Q5G6G3D2F,PS95C2PI9H,100539,6
JQ0R0N9D2Y2U,FX21X1OD5R,100540,3
LT7A7G7T7A3A,UM05X6MH8Y,100541,3
GX5C4B8C4Z4W,IT28N6RG7R,100542,50
OI7K2G7R2Y5A,YH29U9WG2P,100543,6
UQ8P5L4J3S4Y,QA62M8QX2D,100544,7
WW4W3G9Z8L2Q,GG93J3GF4F,100545,1
LU1T7H1A7O7I,XO88C9QC8C,100546,7
RB8H3B8Z8W6S,IQ51S5BG4J,100547,6
UX9X8O0I7Y2X,TV06Q4UJ8P,100548,50
FP1Z5V1Z8E6K,LS55X7BO7N,100549,1
IO1M4G4K1M7N,LO89E9UR3J,100550,6
JX6G6O3X6V0B,MX82W8BU0G,100551,7
PX3R1K5I3Y1O,BD32E5HT1S,100552,6
EI6D3Q5W7P8I,VE61C6YU9X,100553,6
YW9G6I6O0P3P,BF03S1MT5Y,100554,1
GA2U2F2T9O8F,DL27W4XY4K,100555,1
OF1Q2I9F5J5U,YX56T5KX8J,100556,6
PN7I7D8Z2Z0Q,JO65J1CM6N,100557,6
PD0S7Y2G2L4G,JA39E5MS1Z,100558,7
LS9M1D4A5S8C,YT50U0OT4L,100559,3
MH1P1T4D2H1P,TX04Y5YM2C,100560,3
DV2C0Z1F0M7N,EC49T5CW6L,100561,1
TL8V0U4E3Q9O,YJ71P3DV6Q,100562,3
MB6L9G6G7P4O,SQ25D9KB2Z,100563,50
WG3X5X9R7V1F,MI57D5HE8N,100564,50
HG9C7P4Z4V5H,XJ06L1UC1V,100565,6
VI2O1E6D5C7C,FX75N9JW8Q,100566,6
IF4Q5C8H0G1F,ND39F6GS5Z,100567,6
LX2A1C6Y2E6C,NU53T3FY9I,100568,6
PN1K5I7F2P7L,LX79I6MK8B,100569,3
HN3A3H9L7I6A,NT89K6OI6K,100570,7
QM0V6A5U4V7C,WN23D3WD6H,100571,1
PP6T2O9X4Z3K,EP19R6JU4I,100572,1
NW0P9N1I7B6H,CI15R8OM9Z,100573,50
SI7H9N1P4U7D,YX88B3IV4S,100574,6
QP7Z1I9J7O1W,OR96P6DG2K,100575,50
OD3R8D8K0G0R,DL59Q4YU4C,100576,1
KP1B5L9I1C7G,DS98R8NG1B,100577,3
QJ5N7E2M1L4F,TG85W4RC4C,100578,50
WC2V8R8I3H2A,OW78Q6UO0O,100579,6
RY5E8C4E5D9Y,NY99Q2AW1Z,100580,50
GI0Z9Q9I4M3G,RP52Y6ZQ1Q,100581,50
FR4O6L0X4F4H,HO72O4JI6I,100582,7
KK3S9E2L2S3I,RP46M1VJ8Q,100583,1
XU3N4B1Y6W0K,DP11L1HA6U,100584,7
KI4G7I5K2E7N,OZ67J2ND4M,100585,6
CK2P9G5M4W5E,BU52L0QT5T,100586,6
RY3M9R4J4E6A,PI04V0VT6C,100587,50
RV7K0Y4Q6Q7G,CG77L6JA4Q,100588,6
TE9I5B5M3F4W,DD73Q0RC7I,100589,3
XG2I6L0K2R4O,NF86O7SH6X,100590,7
VM5F2U4S5Y8U,VC46J6KW2K,100591,3
MQ9L5K3D2C8N,IG11G8QO5S,100592,7
LS0R9B3I8T5M,YS39S3RS3Z,100593,7
GV6S2A4X9M6P,CN32V0ZP9H,100594,3
RL7K6J2N4H0V,ST70A3ZL7S,100595,50
UA2I4M2R8U1I,HN01D1BH0G,100596,50
OQ9T7P5U0R9Y,WC76Y0BD1M,100597,1
ON9F5T2E8L7J,IA18U2US3L,100598,3
ZF3U0R2Y5N8H,XN79T4DV3L,100599,50
ZH4F2S8A4H3O,RZ21X4QF9O,100600,7
FE3J1Q6W5C8R,VW92O9ZY6G,100601,1
VV0J8Y7R5U0C,PG46E7EM2T,100602,7
DQ9X1K7A7D9Z,LP93Y8GK6Z,100603,3
SH9S1E3W4F1F,ZX80R5KD9Z,100604,1
SQ7T4Q6S9Z1T,CS46T7IA4A,100605,3
VU1Y8X4D7I2I,NW17B2VN3U,100606,3
TH0I4W9L2C8W,ZH32L9YC2Q,100607,3
HZ7H6H8W3I5A,EL67U1ZK3H,100608,1
MU0V0K5E8K2B,GA47V9VJ3S,100609,6
PC4U0L8X8A3N,RL45T2SB8P,100610,50
CD1H5A8T7N0W,LX54X2OL1L,100611,6
NS9K7F8M7B8R,EP67K2LC3G,100612,1
BJ8X2D6Y6J2W,RY70D3DR3E,100613,3
VR2Q7F2A8Y2J,HI10D4BP5I,100614,1
GK8K7Y4V6U6F,LF40W8EN8Z,100615,6
QV8N5S0C1V1Q,VR97V8DY1Q,100616,1
TK1R5M5T4C0W,LA66K1LD2I,100617,50
WT6I3H9W0M3D,IJ01H0NU1L,100618,1
ST0D6I4U5J9S,KN40U9JO2H,100619,1
CK7F6O5E8M7X,MW14X6AA4Z,100620,6
LE3S5Q0R3B9D,HC95B8TI6T,100621,50
FR8N4Z0O0B8P,MZ33R2EX8P,100622,50
CP0R6Z2L2K6G,AY74R7FC0I,100623,1
GX4Y0T2I2D1P,XX69A7QJ6T,100624,7
OO8Q1G3P2M5W,IO98W3UF7B,100625,1
QR8F9I8P2Q3K,ZJ71V9DP5P,100626,50
TC6J7G2G0M1Q,UJ17Q8MC5U,100627,6
XU8G2C5S9K6G,TQ98J2BY2Q,100628,1
UZ4O5I2A3R0I,YY73E2FW3W,100629,3
ZK5D1G2K4U6D,YW84U5JL0Q,100630,3
UJ0V9O1J9W5F,OF08Q7PD7P,100631,7
SM5K8L0X3G6Q,VC47E0ES4V,100632,3
LR5D7T1T4N6N,MA14N3GA3L,100633,6
FW7C9C4C9H2H,IA08P4CO5I,100634,50
GU0Z4I2R9A1W,PB82J4ZE9G,100635,3
MP1Y8J3W3H3A,FT47G1HE0Q,100636,3
FH9Q7L0F3M5Z,VY17X4DE5S,100637,1
CP3W5K4O3M2H,WL74Q3PR3T,100638,1
CG4G7N6U4U3P,DP29H9DJ1R,100639,50
CP6G9J1E8U4D,HM79K1KC3A,100640,1
UV7R4Q9L7U3O,MG42O9BC6J,100641,1
VZ1D4C7W3T9D,BL18D5HE5N,100642,3
WX3D0Y2V5I4W,ZO47E9YA5Z,100643,6
SF0F2U2R1Q6J,RQ70Z9ZL3E,100644,7
WT6C4A4U0C5Q,FV71C9IK3B,100645,3
RW8F9N3H6X9H,AF93D0IB9R,100646,1
HV6A6U9H9D2J,MW73S8TF2O,100647,6
PB3W8E7I5H4B,SS52W0WN4J,100648,1
OU1K8S1F0X6B,ZN04S9WJ8S,100649,6
UM3K3D1O9L0N,XD23I3QY2Q,100650,6
SJ0P6B3X7Q2U,AO64S9QE9X,100651,50
YO6H2K1Q7T2T,SJ59E6KR3R,100652,50
AA8N1X4S8P8N,ZK31X9RY4X,100653,3
WN1Q2Z4M9E1X,ZN14I0ED0O,100654,3
EP7E0L5S4G0D,QV43Q4DK7G,100655,50
SM3I0J4V2W6X,GA77D7EU0B,100656,50
UK2W7G1U8N5V,PK91Y1EA6H,100657,1
NX6M9A1S9E4L,PZ82A4FV7H,100658,1
BB2O2J7B4D3G,CP90X8DN3I,100659,6
FE3T8W5L1Z0C,IN74V0VY1X,100660,3
YH5D3V2T6G9M,ZY18Y2CR5R,100661,50
VT3X2V5S2X6J,OJ47Y0LB7E,100662,1
QC1A6M3Z0I5Y,NI57D1XH2X,100663,7
SK6D5Q5W4I7K,AC76Y5AP9I,100664,6
NK7M3N2E4F5D,VH49T2BT8H,100665,6
PJ5T8Z6X8P4N,CJ53V0OL9Z,100666,6
PQ2R2S5Z8T8Z,MS54D1NK0S,100667,6
YF1V8A3P4F1J,HC90P5DB2P,100668,1
AS4A2G6F7G1F,PP21Y2OE5B,100669,7
JI3A8Z0N9M2Z,BJ63L6JC9F,100670,6
KU6A2A7M8T0V,ZH05U3ZH4B,100671,1
ZI9Q3Q8L2L9I,PZ07G5MA5Q,100672,50
WZ9G6C2J2V5G,KE92K4HL4D,100673,6
PC3A6L0B4I8I,UT12G6ZA9J,100674,50
TU6L6Q1C3D9E,JO23O0QX6M,100675,50
MW8J6W5C6S0T,RS19Y0BL7F,100676,50
TR8A1N7B9X1H,PV21Z1WD9X,100677,1
XU9X5M2S5B6K,CV34H8AX9N,100678,3
VT9L5A4V3F6U,TZ60W3LY5T,100679,3
VM1Z8G9Q4O9M,RR61T5BU6R,100680,7
FB7A8U8V2Q1M,DO24Q3LB2S,100681,6
OR0V6P1R0L3O,OP55E5YU7E,100682,3
GI4F6B3B0I6D,UB06M1CS0T,100683,3
VU9M7K1B2P9E,WE17V3EV7H,100684,50
UW9F8K6Z8J9P,IW23O5HK5I,100685,50
UC9O5X2K7Y2M,UJ08U4HX1M,100686,7
MQ1X3V5S2Q4A,DM45A5LW1V,100687,3
GP6T3W5I6V7L,LF46D5BW1K,100688,6
VC0J6N4I6M2M,KH76I3OW3M,100689,3
TQ9G4Q7L4P9D,AT70U8JO8G,100690,1
AJ3J9L0F3K9R,MK14X2VX5V,100691,3
CM5B8W0H7M5D,CF11L2RN3X,100692,1
UR2K4N2E6G8Y,PT24D9DI9X,100693,50
HQ5X7S7Z8Q2N,UN11L8NA4Z,100694,7
NU1A1X5K8V8W,IP15R8JW6L,100695,7
JJ4W5Z5F8B8X,YR79V4YO5C,100696,1
ZT8L9B9V6C6P,NL98W7TF4D,100697,6
GR4D0H9S3E3O,RT35Z4FN9S,100698,7
UB4Q3I8Y2X1Y,GV44S8JK5T,100699,6
BB3M0F7C7O3V,MD19S2NP2W,100700,50
DZ4K9R8A8R5L,EM95H3GP9J,100701,3
ZS0H5R7W7R3N,NY46V9CD8F,100702,50
RY8A1O1M2U5E,OJ09D5DB7F,100703,50
CY5Q5U6W4X8O,FP42Z8XZ4Q,100704,6
OG3I8T9B5P7X,UZ22K0RN9K,100705,3
BT1J5P7L2R2Z,HH90Z3ZO0C,100706,7
PP8E2Q3Y6A1X,XM60K6ZQ2F,100707,7
QD3D8X4Y2R8E,PZ63K0HF3E,100708,3
GT9N7T3U3W2Z,TA77P4LZ8Y,100709,1
AW2E1R1F6U1U,WZ00R5MV1N,100710,6
GF6B9Z0D5S6P,WB03K9UH0W,100711,50
SR8R6X3B5B3N,JM36L4SS8K,100712,50
ZA0N2I9B8Z2F,WE41D3ES5C,100713,3
FF8K6G8A5C7A,CZ92K4FV3I,100714,1
LJ8W7R8F6H0O,QS20M9WL4T,100715,3
VQ5Z0Q7V7T0O,KE02U3CH8W,100716,1
WU0D4V2C5X0P,TG57F0NQ2M,100717,50
XE8N9M6W3T0E,MU77R5XB9F,100718,3
XW3K0V9F7T6A,UV87X7DV7E,100719,50
ZY8N0B0L8G9F,OP49Z7OZ9Y,100720,6
FP8S8A0V8V1M,LW86I7KZ2F,100721,6
DG0E1K6M3F6P,IN53Z7PI8T,100722,50
JV2M5U7A8J9L,LG62N9CP8R,100723,6
QO3Q5K6Z6S0T,IV71Z9RA5B,100724,1
KZ9M8N5E2J0G,AU59C4KB8X,100725,1
KI4N4P0I7M2D,JG43I1QH9F,100726,6
AZ0F5U7J6P7Z,AK95C1JT7A,100727,7
YZ9B2M8I1O5Y,NU69P1AR4P,100728,50
UO7I0U2P5Z9U,GR80L4PP6J,100729,7
MM9S6Z2K3O4D,VA43B6AW9F,100730,50
BX3P3F3W7L4O,XH49F4CQ7W,100731,3
GQ4W6H0F7M0A,BR54U8PG6G,100732,6
XK3Q0P3N4S4B,OH84E1EG0V,100733,3
GI1D1W1D7D5U,OD99S9DI4Z,100734,50
YM0Y1D1Q7N9C,HM73C6RT3C,100735,3
AH5W3E3Z7E0D,TR09J4WW2J,100736,3
FD5B5A6G2C6A,HM25S2LA6T,100737,7
VR9N3Q2J7K1E,PF07G9LV7Y,100738,6
XH9J7F1F6V0E,WJ86I5YU9F,100739,3
GT8M3U3Y7D8T,PJ79Y1DD8L,100740,1
DY4W7W0N0L9L,AP64X1EN7T,100741,7
GC3R0B3D5D5V,IN37N5ZP1M,100742,1
EU5Y7O8D9T0F,NT74F4AL4L,100743,50
FX4P1O1U8Q1F,LH40Z5TP8K,100744,1
TL9X5U1C7M1G,KQ87G8DA5P,100745,7
QD2C1G5U1N8B,WE60N6EV9V,100746,1
SF6L4A5V7V5E,HE63T2HO2K,100747,7
MD8R2C3Q1I7G,WK51R4JD6W,100748,6
JP2X9H5Q9I4V,KM25J5JY6Z,100749,50
EW5L2A1X4D9X,KC81J1YI9J,100750,50
MM5W9P9R2C6U,IK45N8OU1H,100751,3
GI1B9H7C1P2X,LP15D0AR5C,100752,1
SI8B1B2X4O5V,LF84V7CT5F,100753,1
OD2H1Q6S6B0Y,DR47K0IY0E,100754,7
CM1F2B2O8D0Y,LD00L4OB1G,100755,6
DR2N1C9S3X6Z,VV03W4PY9V,100756,50
BP9Y4D2B6F2V,MT56C1TC3H,100757,6
NS8J2Y2U4Q1T,AE74B8FG2R,100758,3
YR2W0J6X3C3Q,RT19A6LS4B,100759,3
MG8U1H5C3P9C,IQ65I7PK4R,100760,50
MM6P0Y2F9Z6I,NP47E7TU7D,100761,7
MW9C7Q0P9I2A,UD68W6KH6T,100762,50
PZ5V7F9Z1R9X,ZO31J5TD3A,100763,1
OJ9L1H3Q8D9O,BV81J7RL9E,100764,50
PB5B8B3J8Y5L,WP10G1JD8Y,100765,6
DB6O8T2X3P6D,CF55C3NM2I,100766,50
NK4O2N2P7H4G,XM36D6BM8G,100767,50
VZ3J1E3U2F6A,TQ74Y6IJ7I,100768,3
PS6D7O9L3P3D,ZU17T1MN6B,100769,50
SQ1U5J7P3K2W,RS81H0IA0U,100770,7
QL9S6G0T3C5V,XQ16K7QX9G,100771,3
HN6O9J6L9U5J,DB17Q4DY9I,100772,50
NV7L5W5J6J0M,HB65P7FR3N,100773,7
GE3F4U6F5P4T,JP20W7FS4R,100774,50
QI2Z0V9U5G1A,UY08J2BT6I,100775,1
UX9S5L0U0O8X,WS00O5VL4S,100776,1
XA5B5Q7L3C6I,HT69F7HX0Y,100777,1
YW8X6W0E7L8V,MG19T7CB6Q,100778,6
GW3R6U1R9U7F,WW83H6IH0E,100779,50
VT4B4I8T9E9P,OE01S9XX7Z,100780,7
TG2K8U1H5C4Q,EP06B9CM3A,100781,50
YG6P3M3W5I2T,KM07B0PO9V,100782,7
BZ0G7Z3Y6K5Q,JS64M0JS5V,100783,6
KM2E7T1L1B4G,RO74Y8HQ8O,100784,3
GL1I7Y0D9K5C,MQ82T7AJ3W,100785,7
IW5U5N9R8Q5W,IH67K3YA8P,100786,6
BB1H5L7L1O0B,TK21U5QE0H,100787,3
BM5J1Q3W3O7Y,WY52Q0CU3M,100788,3
YM7Z4D6H6G1N,XW54Q2CS1G,100789,6
LS5O8K2J8A1M,WQ29V5KA9W,100790,50
BI3F0K8Y0R4O,JJ31O6KT3T,100791,50
ZX7D4F1J2I5C,GZ35S5BT4V,100792,3
VB2X0A3P9B4A,GQ26Y3HQ2K,100793,50
RI3N6V7T4R3F,AO01A2BU6N,100794,1
MG3U2F6F7U8F,DD77R1NN1F,100795,7
RV6R8S7F2M9J,AI71D2ZL8O,100796,50
TT5U2E0T4G4A,TE55E3CP9K,100797,1
KL6E2X8N8H2W,RO68J0QP3I,100798,3
DG4D4L1Q0E2T,BS80V2LV3W,100799,7
GV0V4K4J7G1P,JT00M8TJ0L,100800,1
WS7X6Y1S4W9I,IV14Z8SC0L,100801,7
LN0N2Q6T6K7F,YO15M8UC3L,100802,3
YH4X7B6H8P4Y,GX25H0VI2Q,100803,1
YC7M5I6E8I8A,NS96Y7MR8L,100804,6
HX0B7J7S6T1U,WB34I0MJ4V,100805,1
YR7J2T1P6K2Q,BQ85X1WT8J,100806,50
BO2J0L4T4B3X,VQ70E3CZ1Z,100807,3
IS1E1C0M8F1P,CM59K5NG7L,100808,6
FR3C9Y3R8V7C,QO70L6OG3I,100809,6
LD1Q0X2T0K0B,FP91M7QL5Y,100810,3
DF8F9L2N1D1L,VV58F6UT4D,100811,7
CR1H3K0A8Z9G,GF12X0TS4Y,100812,1
KO3U6S3Z8O7I,FE38J4QO5G,100813,3
NU4C8M4N2Q6T,VM26A0SF9U,100814,50
DM6K5C8Z5X7A,HQ84J2LJ5C,100815,1
PL3H8F8N7G9G,KP29Z8FK1Z,100816,50
IH3O7M5C5T3Z,MO77A1QZ8F,100817,50
LN1B5J6R3W7N,HW77S5JG8Y,100818,6
SX0Z6P5Z8Y3D,LY24D2TO5G,100819,3
HO4U5K5Z5P4P,NS31N9SS6H,100820,3
AC9V3S5N0X9J,KG04V6VM4T,100821,3
PX4G7N0Y8U3I,OZ09H2YE3I,100822,7
HY0I0B5I5J4A,NP14P2ZX2M,100823,50
IG7W3G6V2O9E,JL40K7JX0T,100824,50
JN9E2F1W4I0I,JZ86L3QF4B,100825,1
TG1P9F1Y3L8T,VA81N8VB8L,100826,6
XS6X5X0Z9P0U,YQ62L7NW4T,100827,3
IB3M7N1A5N6O,PU99X2ZJ9T,100828,50
VF4Y2H7K2P1N,UG12N7FP8L,100829,7
FA1D3B0B5C6B,OG79Q5FP5N,100830,50
VK8X8O9D9S0D,KY92N5UL8B,100831,3
ZJ1N4O3V4G6I,BL90M5XB9F,100832,1
AP7F7K6F8S6E,YZ03V9UM6S,100833,3
LO6I4F0Q7A7N,AC97Y0PU6W,100834,50
IW6X0K9A0D5Y,HW77M5XQ3G,100835,3
LG7X2I3T3N7M,ZF17C2QU5D,100836,50
FZ0F7O3H1K5Z,ID77R4XR2A,100837,1
YJ3O7L6D5M4V,YC76Y5GY4R,100838,7
HD9O8T4W6X5G,XK63W9GR5U,100839,50
DY3P9S9F7L7T,YI88P5IV7V,100840,3
EO6Z0I2I5U6J,PJ57O4NF2Y,100841,3
TA5X7E5F2B2A,ZH81X9OT0A,100842,6
QR0F5C3J6W3B,GE25G5AU5G,100843,50
MD2H3N0Y1N6Y,SQ46N9WZ2P,100844,3
AC3V3F6V6B3H,WQ29F9MO4T,100845,7
HM5N6N7W0U6V,HZ43M9DU1V,100846,1
XB1M1B1B9E2N,TB92P0ZX2J,100847,3
VO4E0S4U6U4Z,OP22C3MU7H,100848,7
WG6Q6V2J2S2O,AQ92G4UK1Y,100849,50
WP6R7L0E3K8B,AY19Z0TN9G,100850,3
ZD0N0K7Z2G7N,OH67E4ZE3F,100851,7
AQ9E1B5A6H3W,MI89O2TZ5Q,100852,7
JS3W3N3Z2G8T,DN02U0JK5T,100853,7
EM5S9Q5M4G8W,RB71O4SO9V,100854,3
ZL0P0D6A9X3U,SB80V8FV1K,100855,3
NG5T5D2R7L8U,BS36C1CJ9M,100856,50
GL9H3U0W9N7W,KU10Q5EN5M,100857,50
AR5M7I4K5D8P,IM98I2NQ6L,100858,3
NG0M3X4G9B8Z,ZU33V7IE6Q,100859,1
SB9Y1L0R9A4A,DO26W1UH0J,100860,7
JD4A9A0K1I8D,TT27C0WO7F,100861,1
VQ5L2Z3M8E3V,HX57F0UQ0C,100862,7
IP1D5Z6U2X0U,GA01B5KJ5P,100863,3
UY1T1L5N8F2P,BY03V3HM7I,100864,1
LH9Q1A5E8I3C,FL46V4WA7Z,100865,3
IP0L4B2A4U8B,CN99C9ZY8J,100866,6
TV2V7I3G9K0U,IX11M3GS9Q,100867,7
VI9Q7V9M3W4O,XU65B1YX8K,100868,50
KG8X4Q5U4Z6P,KO73W4XO5T,100869,6
SH1E2J1I8O7Y,UD98S0TN3X,100870,3
TY8S3R0Q6I4F,VO70Q5SM1Z,100871,1
AQ6S1N3N0I9X,HI46P0TD7F,100872,6
YX3O7R8Q3P3U,LP54B2QV8I,100873,6
JH8W1L5N3W2S,YT63S0RG8G,100874,3
CB5A3S0I6D3K,DM81E6MZ9S,100875,6
MV5K9U2B5D5A,TI74G9LB0W,100876,3
BC7H3W1X2L2D,BS60E5AM0L,100877,50
BM6M8O4V5H6A,DH40F8AX3Q,100878,1
TS5D5N0T3C0X,KF13I3FW3H,100879,1
FO2K7B9G0A5H,QY43O0BQ0B,100880,50
QJ6I3L1S6D2L,GR48U4BQ9S,100881,3
DH2E8A4N7C1Z,VG28W7IO9K,100882,6
VB6Q2N2Y2D0U,AZ20L9AK3G,100883,3
HS7M2W9G7X9A,DQ92D3ZP0C,100884,50
XR4C8D7J7P7Q,MQ23Q5NI5L,100885,3
DU9E2G9C7W3K,EG14W9BF2Y,100886,3
HQ9N3Z4D6U4I,SS64L8TE2A,100887,6
KH9T3Q2H1Y9C,UP19R9SA8S,100888,1
QT9E2Z4C5D1O,KG64F7XB1F,100889,1
XM1V3G7C2G9G,YK60M9BB9Q,100890,1
AS8B4Y7P3I2R,FD01Z5CD6M,100891,7
RC8I3G7M1I5L,YO78Y3HF2F,100892,3
GG7L7C0G8U8P,DN38C5ZJ8G,100893,6
NL5W4I6E9H2F,IH71T0MH2W,100894,3
GR1J6X2D3S8E,XN19F3SS4S,100895,1
RW9A2O9Q0W3R,CU61A9SO5X,100896,7
JB2N3C5E6P4I,AB92C8PG9A,100897,1
YW9O5Z9H6G0E,XN15V7TY5W,100898,6
RH7K7Z6T5H2G,CG88J8HV1M,100899,1
PH7C0O3W9V3V,ZQ03A1RP9I,100900,50
YG8J4P0H5N3N,MD15K2GB2Z,100901,6
EL1W4U6E9M7F,QB58E1IW4F,100902,3
FQ4T5Z5A5U3X,VC93Y9PJ6H,100903,6
BZ0F1W6W6U7Y,JZ40P3BM8C,100904,6
DD0G6X1R7D4R,TB47F2RY7W,100905,50
DU8W0C5V2P6Z,ET08F7DN5D,100906,7
RG4Y6Q7I4I7H,LL01N2CS8T,100907,7
VH3K7Q0F6S4H,BM56D0EI6R,100908,7
SX8M9M3F3F3Q,AZ37V1QV1M,100909,7
II8Z1U4V5R4B,BM99K1BV1N,100910,7
IG5Y5M3I2T2A,HJ77O4LC6E,100911,3
BV1J1H1F4A9P,DH86W4JE1C,100912,3
GD6P9E8G5H8V,XX75W2NI2I,100913,6
LD2D1Z1C3R1G,HC70B7ON7H,100914,7
NH9G5N2F1E7C,IF62V6OM3E,100915,1
TX0Q8D1K7X9Y,UO27E8IX4V,100916,3
TK2B2A3C6T8Y,WB23W3ZA7Y,100917,50
GQ2A6V6W8F3D,DO35M8YH2F,100918,7
RV2F1N0Y1P7R,LI80D1UE7C,100919,50
MA5P5M0F2A5F,OW61P9ZX0K,100920,1
ZP9O9S2D5F9E,VX47A3CH7R,100921,50
RW0Z0V5P0P7P,DF70A8XH5A,100922,7
LC5M9B0E2I0X,TZ02K2IH1M,100923,6
PT5B7Z9V6X0Z,OX97C6ES1F,100924,6
UQ9U1H3H6K6B,QG71W9YB7V,100925,50
WC7W9N4J6S6L,QU00D0WZ4F,100926,3
EA9U0F0I4X4S,SY78N5DE4X,100927,3
GP4S5D0Y9G3L,MA81Y5IQ2Y,100928,1
WK2O9H7U4P4B,LK61K2MW0V,100929,50
EW4N5R9Y4B9Z,ZO78R5BC2S,100930,1
AM7B6S6L5G9M,YD28T6RH5X,100931,1
LR8H0W0Z1I9L,DI73Z6BL5M,100932,1
KT8B3Z3A7S0X,IQ09N4NW8M,100933,50
KS3E8W3N5S5U,QJ43O3BK8J,100934,6
CY8X9X7I0W1S,JM94F6NJ7Y,100935,1
BK2K4D8L8Q7V,VR54G0XL2W,100936,7
DT8S1C7I0Y0O,FI36O7SQ9Q,100937,50
SB1F1G9J1M5A,UD18H4KZ9O,100938,1
VG0X8L5S5U1J,VY53X0BH3X,100939,3
JJ9K5Q4G0S9D,HA20R7LG5T,100940,3
ED3T5K9U6Y1U,DR02S4QX6R,100941,1
UI7V7N1B3U3G,BN70Z6WK9N,100942,7
HE8Z5S8O5M9T,OU57H9BE2Z,100943,3
YO7Y6D0P5K2R,BU93C5GS7I,100944,1
GA5Z8J0G5H4F,BY08A2QB4A,100945,7
AC8P5O0P2C7K,SG17A9SF2N,100946,6
HA8A6T4U8O8D,AA67O0LJ9S,100947,1
MI1V5L4T5E2C,TR46T7FN4U,100948,6
OJ0A9X9L9K7V,BB33W6HR7G,100949,3
JV5W0A5C1P9C,SW37Z6TX9H,100950,7
CQ3V8M1G2X7H,WK16A3AT7D,100951,50
WO3O7R2X8G0K,LK61J4RN1Y,100952,50
