shipping_id,order_id,shipping_method,tracking_number,shipping_status,shipped_date
475,O500474,Two-Day,7EBAE9DC,Pending,2025-06-18
476,O500475,Overnight,DDDE515A,Pending,2025-06-12
477,O500476,Standard,3AA2FA82,Pending,2025-06-25
478,O500477,Express,2C1E8C99,Cancelled,2025-07-05
479,O500478,Express,A46D46FC,Delivered,2025-06-26
480,O500479,Overnight,9AA62AD9,Pending,2025-06-24
481,O500480,Two-Day,5EA08E0B,Pending,2025-06-22
482,O500481,Standard,6DC549C8,Delivered,2025-06-24
483,O500482,Express,38BBFB89,Shipped,2025-06-10
484,O500483,Overnight,FDD57C2A,In Transit,2025-06-26
485,O500484,Two-Day,48E6A05D,In Transit,2025-06-23
486,O500485,Express,882272A7,Pending,2025-07-06
487,O500486,Overnight,24659043,Delivered,2025-06-14
488,O500487,Standard,385A992F,Cancelled,2025-07-09
489,O500488,Standard,1381BE84,Cancelled,2025-07-03
490,O500489,Express,0C6FC66D,Delivered,2025-07-02
491,O500490,Overnight,0B750AAA,In Transit,2025-07-03
492,O500491,Two-Day,B80B17CC,Pending,2025-06-24
493,O500492,Express,C7F2281D,Delivered,2025-07-03
494,O500493,Standard,FF16AB28,Delivered,2025-07-02
495,O500494,Overnight,A996FF54,Cancelled,2025-06-14
496,O500495,Standard,0BF8722A,Cancelled,2025-06-19
497,O500496,Two-Day,D24FBDC2,Shipped,2025-06-10
498,O500497,Overnight,36E871DB,Cancelled,2025-06-18
499,O500498,Standard,E6BDDA28,Pending,2025-06-18
500,O500499,Express,51CB250A,Delivered,2025-06-26
501,O500500,Standard,9C03E742,Delivered,2025-06-10
502,O500501,Two-Day,1222AC8C,Shipped,2025-06-30
503,O500502,Overnight,52153383,Pending,2025-06-21
504,O500503,Express,97A49BDD,Shipped,2025-06-26
505,O500504,Two-Day,10A64E32,Shipped,2025-06-15
506,O500505,Express,5AE7F047,Delivered,2025-06-26
507,O500506,Two-Day,97CDA596,Cancelled,2025-06-21
508,O500507,Two-Day,4C95F2B3,Pending,2025-07-02
509,O500508,Two-Day,5C94A1ED,Pending,2025-06-27
510,O500509,Two-Day,4591F53F,Delivered,2025-06-19
511,O500510,Express,0AE92456,Shipped,2025-07-05
512,O500511,Standard,771BE95C,Shipped,2025-06-13
513,O500512,Express,73C8A03D,Pending,2025-06-26
514,O500513,Standard,24B4E800,Cancelled,2025-06-09
515,O500514,Two-Day,23391F7F,Pending,2025-07-01
516,O500515,Standard,C18146B1,Pending,2025-07-09
517,O500516,Express,7CB3181D,Cancelled,2025-06-13
518,O500517,Express,A0C4DB0F,Pending,2025-07-09
519,O500518,Standard,72FC704D,Pending,2025-07-02
520,O500519,Standard,0CA5F465,In Transit,2025-06-28
521,O500520,Standard,E2648CEA,Delivered,2025-07-03
522,O500521,Two-Day,217012C8,Pending,2025-07-07
523,O500522,Overnight,32C21D86,Cancelled,2025-07-02
524,O500523,Two-Day,7E6A88AA,Pending,2025-07-09
525,O500524,Express,9B2446B3,Delivered,2025-07-04
526,O500525,Standard,46FF59D0,Pending,2025-06-23
527,O500526,Overnight,7678F0C9,Shipped,2025-06-14
528,O500527,Two-Day,F504DA49,Pending,2025-06-16
529,O500528,Standard,6EB2FE78,In Transit,2025-06-28
530,O500529,Two-Day,9649FC20,Pending,2025-07-02
531,O500530,Standard,51BF8B77,Cancelled,2025-06-27
532,O500531,Overnight,DC641DBC,Cancelled,2025-06-14
533,O500532,Standard,9E57E650,Delivered,2025-07-09
534,O500533,Standard,D4D01D6E,Pending,2025-06-20
535,O500534,Standard,6F97C7E6,Pending,2025-06-28
536,O500535,Standard,E24EB458,Cancelled,2025-06-28
537,O500536,Express,796D51F0,Pending,2025-06-09
538,O500537,Overnight,56C184BD,Pending,2025-06-13
539,O500538,Two-Day,BC488FC2,Shipped,2025-07-01
540,O500539,Express,8CDBA034,Cancelled,2025-06-21
541,O500540,Express,C40C8A11,Shipped,2025-07-04
542,O500541,Two-Day,9671383F,Shipped,2025-07-08
543,O500542,Express,A0E76A25,Delivered,2025-06-29
544,O500543,Two-Day,33971EEC,Cancelled,2025-06-19
545,O500544,Overnight,BD034236,In Transit,2025-06-11
546,O500545,Overnight,5AF35DA8,Pending,2025-07-01
547,O500546,Two-Day,C20D1809,Cancelled,2025-07-04
548,O500547,Overnight,487B749E,Cancelled,2025-07-07
549,O500548,Overnight,C59FBD4B,Cancelled,2025-06-13
550,O500549,Overnight,C3F1F5EC,In Transit,2025-06-25
551,O500550,Standard,066061A4,Pending,2025-06-24
552,O500551,Two-Day,7DE019B1,Cancelled,2025-06-17
553,O500552,Two-Day,3D5385B6,Pending,2025-06-25
554,O500553,Overnight,BEF62FD1,Cancelled,2025-06-23
555,O500554,Express,CB0B1FF7,In Transit,2025-07-07
556,O500555,Express,14F08F5B,Cancelled,2025-07-04
557,O500556,Standard,89046BB3,Pending,2025-06-26
558,O500557,Standard,6F37E12F,Pending,2025-07-02
559,O500558,Overnight,68E2DF88,Pending,2025-07-07
560,O500559,Overnight,F1BE1233,Pending,2025-06-21
561,O500560,Express,869C7CB7,Shipped,2025-06-15
562,O500561,Overnight,35E6711F,In Transit,2025-06-12
563,O500562,Standard,E3061C74,In Transit,2025-06-24
564,O500563,Express,4F0FECAD,Cancelled,2025-07-02
565,O500564,Two-Day,0B7A7C01,Delivered,2025-06-24
566,O500565,Standard,8EA868BA,Cancelled,2025-07-07
567,O500566,Standard,14314539,In Transit,2025-07-09
568,O500567,Two-Day,5A19B19C,Shipped,2025-06-12
569,O500568,Two-Day,55E62FF2,Cancelled,2025-06-16
570,O500569,Two-Day,EA81A088,Shipped,2025-07-06
571,O500570,Express,373AD289,Pending,2025-06-22
572,O500571,Standard,9B9D60A9,Cancelled,2025-06-24
573,O500572,Express,6043CC40,In Transit,2025-06-18
574,O500573,Overnight,15432EB9,In Transit,2025-06-28
575,O500574,Express,D7DA14ED,In Transit,2025-06-10
576,O500575,Two-Day,D5D40DFC,Shipped,2025-06-11
577,O500576,Two-Day,284D6FAE,Cancelled,2025-06-11
578,O500577,Standard,87A12AE6,Cancelled,2025-06-16
579,O500578,Overnight,070E7F3D,Cancelled,2025-06-19
580,O500579,Overnight,D65E5947,Shipped,2025-07-01
581,O500580,Express,CDCDE83B,Pending,2025-06-22
582,O500581,Express,6661F1E0,In Transit,2025-06-10
583,O500582,Two-Day,D92CF6BC,In Transit,2025-06-11
584,O500583,Express,8097E621,Pending,2025-06-22
585,O500584,Overnight,CB71337D,Shipped,2025-06-12
586,O500585,Standard,A1F9C6F4,Delivered,2025-06-23
587,O500586,Standard,E80F8D14,Pending,2025-07-09
588,O500587,Standard,BC92713A,Pending,2025-06-28
589,O500588,Two-Day,D603D493,Shipped,2025-07-03
590,O500589,Two-Day,EFBF669F,Delivered,2025-06-17
591,O500590,Two-Day,F91818C6,Delivered,2025-07-03
592,O500591,Standard,CC2E5A85,Delivered,2025-06-17
593,O500592,Standard,C16C4ED0,In Transit,2025-07-07
594,O500593,Two-Day,37E72B70,Cancelled,2025-06-17
595,O500594,Standard,DB27875B,Cancelled,2025-06-20
596,O500595,Standard,C9B227EA,Cancelled,2025-06-19
597,O500596,Standard,2D77AD5F,Pending,2025-06-29
598,O500597,Standard,B0B1FB86,Pending,2025-06-23
599,O500598,Standard,B3506625,In Transit,2025-07-05
600,O500599,Standard,631B8A2E,Cancelled,2025-06-27
601,O500600,Overnight,D67DF87F,Delivered,2025-06-26
602,O500601,Standard,8099C1AD,Cancelled,2025-06-10
603,O500602,Standard,3A3BA4A7,Shipped,2025-07-09
604,O500603,Two-Day,3.20E+13,Cancelled,2025-06-12
605,O500604,Two-Day,477CC821,Cancelled,2025-06-21
606,O500605,Two-Day,A7F9DC18,Cancelled,2025-07-07
607,O500606,Two-Day,F9BED3C5,Shipped,2025-06-23
608,O500607,Express,D0D4402B,Shipped,2025-06-10
609,O500608,Two-Day,30839C1F,Cancelled,2025-06-22
610,O500609,Two-Day,8.29E+06,Delivered,2025-06-28
611,O500610,Overnight,5D6A9717,Cancelled,2025-06-28
612,O500611,Two-Day,D76B7C79,Pending,2025-06-27
613,O500612,Two-Day,968D6B22,In Transit,2025-06-09
614,O500613,Express,33B1FF74,Delivered,2025-06-24
615,O500614,Standard,24602C5B,Cancelled,2025-06-12
616,O500615,Express,A108FCE5,Delivered,2025-06-21
617,O500616,Standard,10C7EA4C,Delivered,2025-07-09
618,O500617,Express,12B670B2,Delivered,2025-06-19
619,O500618,Standard,D7B75EC8,Delivered,2025-06-11
620,O500619,Express,9E418839,Delivered,2025-07-04
621,O500620,Express,8AB3AD8D,In Transit,2025-06-19
622,O500621,Express,1C1C8002,Shipped,2025-06-11
623,O500622,Overnight,A72A3732,Cancelled,2025-06-09
624,O500623,Express,BA60BE46,Shipped,2025-06-17
625,O500624,Express,5F7A5EEA,In Transit,2025-06-16
626,O500625,Overnight,A01AF26C,Pending,2025-06-26
627,O500626,Standard,DBAE80D1,In Transit,2025-07-03
628,O500627,Overnight,6F2DD31E,Delivered,2025-06-09
629,O500628,Overnight,6F654819,Pending,2025-06-13
630,O500629,Express,D994113A,Cancelled,2025-06-09
631,O500630,Standard,5BB43908,Pending,2025-06-11
632,O500631,Two-Day,61C212E4,Pending,2025-06-23
633,O500632,Overnight,43B7E94F,In Transit,2025-07-04
634,O500633,Express,3A325F2A,Pending,2025-06-27
635,O500634,Two-Day,BB4A2144,Pending,2025-06-21
636,O500635,Overnight,15F51D2B,In Transit,2025-07-06
637,O500636,Overnight,6AC92F66,Cancelled,2025-06-22
638,O500637,Overnight,273348D8,In Transit,2025-06-11
639,O500638,Standard,A16389AA,Pending,2025-06-16
640,O500639,Overnight,E80F7012,Cancelled,2025-06-13
641,O500640,Two-Day,D65009CA,In Transit,2025-06-20
642,O500641,Overnight,903E6E16,In Transit,2025-07-02
643,O500642,Standard,CCA5648E,Pending,2025-06-21
644,O500643,Two-Day,4E38178C,Shipped,2025-06-12
645,O500644,Express,E1DC5CB8,Cancelled,2025-06-17
646,O500645,Standard,6F95859C,Shipped,2025-06-17
647,O500646,Two-Day,9F841D0A,Shipped,2025-07-01
648,O500647,Standard,38AE8248,Shipped,2025-06-17
649,O500648,Express,934EE83F,Shipped,2025-06-19
650,O500649,Express,3ABB235C,Shipped,2025-07-04
651,O500650,Overnight,568A5A14,Shipped,2025-07-09
652,O500651,Two-Day,98FA3A3D,Cancelled,2025-06-15
653,O500652,Standard,2116260D,Cancelled,2025-06-22
654,O500653,Express,F090A266,Cancelled,2025-07-06
655,O500654,Express,43F70BDD,Shipped,2025-06-17
656,O500655,Two-Day,847021C9,Shipped,2025-06-12
657,O500656,Standard,C2AB3C81,Pending,2025-06-16
658,O500657,Overnight,105F8E41,In Transit,2025-06-25
659,O500658,Two-Day,EAFC3ED3,Cancelled,2025-06-09
660,O500659,Standard,CCB565AC,In Transit,2025-06-16
661,O500660,Express,9DC23579,In Transit,2025-07-04
662,O500661,Standard,CC8E0DBB,In Transit,2025-07-09
663,O500662,Overnight,702BC750,Cancelled,2025-06-21
664,O500663,Overnight,ADE9BBA7,Pending,2025-06-26
665,O500664,Express,5F99CAE3,In Transit,2025-07-01
666,O500665,Express,07E6C7B1,Cancelled,2025-06-11
667,O500666,Standard,F0E06348,In Transit,2025-06-18
668,O500667,Two-Day,766715D2,Delivered,2025-06-22
669,O500668,Overnight,E44790A1,Shipped,2025-07-04
670,O500669,Standard,FA0B0483,In Transit,2025-07-02
671,O500670,Express,533E2E3D,Delivered,2025-07-07
672,O500671,Standard,A8AD8A37,Shipped,2025-06-28
673,O500672,Express,A986AE38,Delivered,2025-07-08
674,O500673,Overnight,B48DC174,Delivered,2025-06-25
675,O500674,Standard,C968D7C6,Shipped,2025-06-16
676,O500675,Standard,8D8516BD,Cancelled,2025-06-24
677,O500676,Express,C018D465,Cancelled,2025-06-14
678,O500677,Overnight,7D12A8FD,Cancelled,2025-07-05
679,O500678,Two-Day,1874F4A6,Cancelled,2025-06-14
680,O500679,Two-Day,8AE122EE,Shipped,2025-06-23
681,O500680,Standard,A3FF8322,Delivered,2025-07-01
682,O500681,Two-Day,9C8D0882,Pending,2025-06-19
683,O500682,Standard,2E8140A8,Cancelled,2025-06-21
684,O500683,Overnight,5072F830,Delivered,2025-06-29
685,O500684,Standard,5989D537,In Transit,2025-06-25
686,O500685,Overnight,AC7040F5,Pending,2025-06-15
687,O500686,Overnight,0BDF46A6,In Transit,2025-06-17
688,O500687,Express,51743A21,Cancelled,2025-06-27
689,O500688,Standard,1E081418,Shipped,2025-06-25
690,O500689,Standard,9BA7C80A,Cancelled,2025-06-12
691,O500690,Two-Day,8229A98E,Delivered,2025-06-24
692,O500691,Overnight,8A1E1FE4,Shipped,2025-06-28
693,O500692,Overnight,CC1AD7DA,Pending,2025-07-06
694,O500693,Express,809E9E65,Cancelled,2025-06-19
695,O500694,Two-Day,9E379BFB,Delivered,2025-06-15
696,O500695,Express,A0CB6F06,Cancelled,2025-06-25
697,O500696,Standard,ECC965F1,Pending,2025-06-29
698,O500697,Overnight,0DACFE5A,Shipped,2025-07-03
699,O500698,Overnight,339F7CFE,Cancelled,2025-06-18
700,O500699,Two-Day,A80B2E45,In Transit,2025-06-10
701,O500700,Express,ECCDA447,Delivered,2025-07-07
702,O500701,Two-Day,7C2EC415,Delivered,2025-06-15
703,O500702,Overnight,F65A7E59,Pending,2025-06-25
704,O500703,Standard,AD9B2319,Pending,2025-06-19
705,O500704,Standard,E1959389,Delivered,2025-07-01
706,O500705,Express,C1EC3C3C,In Transit,2025-06-16
707,O500706,Two-Day,581B39C4,Delivered,2025-06-11
708,O500707,Express,CD6E0977,In Transit,2025-06-16
709,O500708,Standard,2B6C974B,Shipped,2025-06-19
710,O500709,Standard,EC66D858,Pending,2025-07-02
711,O500710,Two-Day,5497BE71,Delivered,2025-07-02
712,O500711,Two-Day,1F41FB88,In Transit,2025-06-11
713,O500712,Overnight,F786777F,In Transit,2025-06-13
714,O500713,Overnight,A0FB6C69,Delivered,2025-06-28
715,O500714,Express,8FDD227A,Cancelled,2025-06-13
716,O500715,Two-Day,2E5D4429,Delivered,2025-06-09
717,O500716,Two-Day,F22FBC63,Cancelled,2025-06-27
718,O500717,Overnight,A9EB1523,Cancelled,2025-07-03
719,O500718,Overnight,BAAF83D4,Cancelled,2025-06-30
720,O500719,Express,C8E77C21,In Transit,2025-07-06
721,O500720,Two-Day,A084C6DE,Delivered,2025-07-06
722,O500721,Express,279E48A1,Pending,2025-06-18
723,O500722,Overnight,F1ED011A,Cancelled,2025-06-30
724,O500723,Standard,8CA981E6,Shipped,2025-06-17
725,O500724,Standard,3D19684E,Pending,2025-06-21
726,O500725,Express,985BAEF1,In Transit,2025-06-18
727,O500726,Two-Day,092008C7,Cancelled,2025-07-03
728,O500727,Standard,C678D0BC,Delivered,2025-06-21
729,O500728,Two-Day,167D417D,Pending,2025-07-08
730,O500729,Overnight,A465BE0F,Cancelled,2025-07-09
731,O500730,Express,770FBEED,Shipped,2025-06-10
732,O500731,Two-Day,0A2C9D44,Pending,2025-06-13
733,O500732,Express,2F17B750,Delivered,2025-07-04
734,O500733,Express,6DC6F18F,Shipped,2025-06-25
735,O500734,Two-Day,F0645D20,In Transit,2025-06-30
736,O500735,Express,7CB11FF2,Cancelled,2025-06-20
737,O500736,Two-Day,42F767F3,Pending,2025-06-12
738,O500737,Two-Day,4C6B22A6,Shipped,2025-06-12
739,O500738,Two-Day,12C816B4,Cancelled,2025-07-08
740,O500739,Standard,A00FB0CE,In Transit,2025-06-26
741,O500740,Standard,30F9EDB7,Cancelled,2025-06-26
742,O500741,Two-Day,22B439D8,In Transit,2025-07-01
743,O500742,Express,853C1FEB,Cancelled,2025-06-17
744,O500743,Two-Day,161A6933,Delivered,2025-06-22
745,O500744,Express,BD50C40C,Shipped,2025-06-19
746,O500745,Standard,96FFB713,Shipped,2025-06-30
747,O500746,Express,F0F63BF6,Shipped,2025-06-24
748,O500747,Overnight,D54E782D,In Transit,2025-06-09
749,O500748,Standard,C8E501EF,Delivered,2025-06-11
750,O500749,Two-Day,9F9D74FD,Cancelled,2025-06-27
751,O500750,Overnight,D999B8B8,Cancelled,2025-07-05
752,O500751,Two-Day,AB40F901,Delivered,2025-06-30
753,O500752,Express,C2B0FDBB,Delivered,2025-06-12
754,O500753,Two-Day,0B2A6D25,Delivered,2025-06-13
755,O500754,Two-Day,8BF2B209,Shipped,2025-06-24
756,O500755,Standard,770333F1,Cancelled,2025-06-17
757,O500756,Express,FACB3C9D,Cancelled,2025-06-12
758,O500757,Overnight,AF032F2F,In Transit,2025-07-02
759,O500758,Two-Day,101CC2A7,Shipped,2025-06-13
760,O500759,Standard,99BA0142,Shipped,2025-06-21
761,O500760,Two-Day,F6B39AB7,Pending,2025-07-07
762,O500761,Two-Day,F3481208,Shipped,2025-07-07
763,O500762,Two-Day,917E98EA,In Transit,2025-06-12
764,O500763,Express,EE0C16DF,In Transit,2025-06-29
765,O500764,Two-Day,8937121D,Delivered,2025-06-21
766,O500765,Standard,9CA4535B,Pending,2025-06-20
767,O500766,Overnight,1D623466,Shipped,2025-06-18
768,O500767,Standard,D731DD65,Shipped,2025-07-07
769,O500768,Overnight,3A4AAC36,Pending,2025-07-02
770,O500769,Overnight,F30F28C4,Shipped,2025-06-23
771,O500770,Express,2E55CAD4,Cancelled,2025-06-13
772,O500771,Overnight,103E519D,Shipped,2025-06-16
773,O500772,Two-Day,C88AA203,Cancelled,2025-07-03
774,O500773,Overnight,9AFC2C44,Shipped,2025-06-10
775,O500774,Two-Day,39DE476D,Delivered,2025-07-02
776,O500775,Express,404D797E,Delivered,2025-06-17
777,O500776,Express,C1B51DE0,Shipped,2025-07-06
778,O500777,Standard,EF918412,In Transit,2025-07-01
779,O500778,Overnight,0D3EFDEC,In Transit,2025-06-25
780,O500779,Express,DE8040A2,In Transit,2025-06-21
781,O500780,Overnight,F18C68AA,Shipped,2025-06-12
782,O500781,Standard,A3B84962,Pending,2025-07-01
783,O500782,Express,AB4DF559,Shipped,2025-06-27
784,O500783,Standard,2398497E,Pending,2025-06-10
785,O500784,Overnight,1.31E+05,Delivered,2025-07-05
786,O500785,Overnight,C77D761F,Pending,2025-07-05
787,O500786,Express,3D6F8AC8,Pending,2025-06-28
788,O500787,Overnight,B3C72021,In Transit,2025-06-19
789,O500788,Overnight,E272C03E,Shipped,2025-06-22
790,O500789,Two-Day,687F938D,Cancelled,2025-06-22
791,O500790,Standard,ECE66A08,Cancelled,2025-06-17
792,O500791,Standard,3159DCB5,Shipped,2025-06-16
793,O500792,Two-Day,FC062297,Delivered,2025-07-08
794,O500793,Standard,7D2D706C,Pending,2025-06-10
795,O500794,Two-Day,4E5D4EDA,Delivered,2025-06-16
796,O500795,Express,127FF511,Pending,2025-06-19
797,O500796,Standard,21435B7B,Cancelled,2025-07-07
798,O500797,Overnight,C3F50A2F,Cancelled,2025-06-21
799,O500798,Overnight,F4650486,Delivered,2025-06-18
800,O500799,Overnight,3158E934,Cancelled,2025-06-23
801,O500800,Two-Day,B1F4CBD4,In Transit,2025-06-24
802,O500801,Overnight,99626572,In Transit,2025-06-15
803,O500802,Standard,06B88716,Cancelled,2025-07-05
804,O500803,Standard,7D5F864C,Cancelled,2025-06-15
805,O500804,Overnight,F601011A,In Transit,2025-06-16
806,O500805,Standard,59FCA225,Shipped,2025-06-10
807,O500806,Overnight,D504B9E7,Shipped,2025-06-17
808,O500807,Standard,272F761E,Delivered,2025-06-12
809,O500808,Standard,C87DE64E,Pending,2025-06-11
810,O500809,Overnight,ADEB8304,In Transit,2025-06-11
811,O500810,Standard,A28E0C04,Cancelled,2025-06-19
812,O500811,Standard,95163EFB,Cancelled,2025-06-27
813,O500812,Standard,F760F26B,In Transit,2025-06-13
814,O500813,Two-Day,4AE4BAD0,Pending,2025-06-16
815,O500814,Express,9229F37E,In Transit,2025-06-22
816,O500815,Two-Day,04D20F98,Shipped,2025-07-04
817,O500816,Standard,706CCE6A,Cancelled,2025-07-03
818,O500817,Overnight,259DAE4D,Delivered,2025-07-06
819,O500818,Standard,FEDAE158,Shipped,2025-06-15
820,O500819,Express,C1CD1D01,In Transit,2025-06-19
821,O500820,Overnight,B3AFB0F2,Cancelled,2025-07-07
822,O500821,Standard,9FD30DD4,Cancelled,2025-06-14
823,O500822,Express,A9A197EA,Cancelled,2025-07-01
824,O500823,Overnight,519F5306,Cancelled,2025-06-18
825,O500824,Standard,1BD7E119,Delivered,2025-06-28
826,O500825,Two-Day,98042644,Shipped,2025-06-29
827,O500826,Overnight,1C46321F,Shipped,2025-07-03
828,O500827,Express,BCF29CC3,Delivered,2025-06-10
829,O500828,Overnight,B59B33B5,Cancelled,2025-07-08
830,O500829,Standard,4267A20C,Pending,2025-06-26
831,O500830,Standard,3E32E150,Shipped,2025-06-24
832,O500831,Overnight,D2E05AD1,Shipped,2025-06-14
833,O500832,Standard,B815FC08,Shipped,2025-07-05
834,O500833,Express,E6BC42A4,In Transit,2025-06-28
835,O500834,Express,AFE2CD7D,Pending,2025-06-25
836,O500835,Two-Day,1F9AA2A2,Delivered,2025-06-25
837,O500836,Express,36A77B28,Cancelled,2025-07-03
838,O500837,Overnight,4FDF5413,In Transit,2025-06-17
839,O500838,Standard,D7D22D7F,Pending,2025-06-24
840,O500839,Overnight,CA8AEED9,In Transit,2025-06-21
841,O500840,Overnight,C115088C,Cancelled,2025-06-23
842,O500841,Two-Day,C7D13952,Pending,2025-06-14
843,O500842,Two-Day,667BC10D,Cancelled,2025-06-16
844,O500843,Standard,181F2E43,Shipped,2025-07-08
845,O500844,Overnight,162B5D8D,Cancelled,2025-06-12
846,O500845,Overnight,C8D00611,Delivered,2025-06-26
847,O500846,Overnight,59F2E8AF,Cancelled,2025-06-17
848,O500847,Express,E27FC233,Shipped,2025-06-28
849,O500848,Overnight,27D523AD,Cancelled,2025-06-21
850,O500849,Two-Day,F0DB9DF8,Cancelled,2025-07-06
851,O500850,Express,67D9584E,Delivered,2025-07-02
852,O500851,Overnight,A198A0D4,Delivered,2025-07-08
853,O500852,Overnight,0343B583,Cancelled,2025-06-27
854,O500853,Two-Day,025C18F6,In Transit,2025-06-24
855,O500854,Express,3E48E746,Delivered,2025-07-04
856,O500855,Standard,3187646F,Cancelled,2025-06-18
857,O500856,Overnight,B4BBDAC0,Cancelled,2025-07-07
858,O500857,Express,D5D0D895,Shipped,2025-06-12
859,O500858,Two-Day,51903C1B,Cancelled,2025-07-09
860,O500859,Standard,16F3545B,Delivered,2025-06-15
861,O500860,Standard,A1EC7ECB,Delivered,2025-06-09
862,O500861,Two-Day,85BE2CEB,Cancelled,2025-07-07
863,O500862,Overnight,12352521,In Transit,2025-06-13
864,O500863,Two-Day,2A4E364A,Cancelled,2025-06-22
865,O500864,Standard,CDFC8124,Shipped,2025-06-16
866,O500865,Overnight,E565F1F1,Delivered,2025-07-09
867,O500866,Overnight,89AEBE9C,Pending,2025-06-28
868,O500867,Two-Day,D5D7B5A6,Cancelled,2025-07-08
869,O500868,Express,417E5D1F,Cancelled,2025-07-05
870,O500869,Two-Day,80B5ECB5,Delivered,2025-06-21
871,O500870,Two-Day,420454C3,Pending,2025-07-08
872,O500871,Two-Day,13759670,In Transit,2025-07-03
873,O500872,Express,7391D724,In Transit,2025-06-23
874,O500873,Standard,94DDA5EE,Delivered,2025-07-08
875,O500874,Express,91B96BD5,In Transit,2025-07-05
876,O500875,Two-Day,8A1A7E7A,In Transit,2025-06-18
877,O500876,Standard,64821FF6,Delivered,2025-07-06
878,O500877,Express,E999280F,Cancelled,2025-06-22
879,O500878,Overnight,4A93115B,Cancelled,2025-06-20
880,O500879,Express,F061CFC3,Cancelled,2025-06-29
881,O500880,Two-Day,C664D696,Shipped,2025-06-12
882,O500881,Overnight,89178027,Shipped,2025-07-05
883,O500882,Standard,E68CC45D,Cancelled,2025-06-09
884,O500883,Express,124C4DFE,In Transit,2025-06-16
885,O500884,Standard,E0AB8491,Shipped,2025-07-09
886,O500885,Standard,0E4554B1,Cancelled,2025-06-28
887,O500886,Standard,46A3CF61,Cancelled,2025-07-06
888,O500887,Standard,C2FC5315,Delivered,2025-06-11
889,O500888,Two-Day,254365FA,Pending,2025-07-06
890,O500889,Standard,D070F1DC,Delivered,2025-06-29
891,O500890,Two-Day,E5EA967F,Pending,2025-06-19
892,O500891,Standard,AB6A1D19,In Transit,2025-07-09
893,O500892,Express,F6CCC398,Shipped,2025-06-21
894,O500893,Overnight,BCF6C93F,Pending,2025-07-09
895,O500894,Express,95447F85,Cancelled,2025-06-13
896,O500895,Standard,6B6E2E9E,Pending,2025-07-07
897,O500896,Express,F12A055C,Delivered,2025-06-12
898,O500897,Express,1422E0FE,Cancelled,2025-07-02
899,O500898,Overnight,2FB741CA,Delivered,2025-07-08
900,O500899,Express,A59EA46B,In Transit,2025-06-10
901,O500900,Overnight,B548ABF5,Shipped,2025-06-27
902,O500901,Express,18E98FE3,Shipped,2025-07-01
903,O500902,Standard,57296ED6,Delivered,2025-06-29
904,O500903,Express,18391DF6,Pending,2025-07-05
905,O500904,Express,9D318EFC,Cancelled,2025-07-04
906,O500905,Express,91E2206A,Shipped,2025-07-08
907,O500906,Two-Day,9BE7888C,Delivered,2025-06-30
908,O500907,Two-Day,D4353D52,Pending,2025-06-16
909,O500908,Standard,E6914BB8,Cancelled,2025-06-15
910,O500909,Express,3F5DCCC1,Delivered,2025-06-21
911,O500910,Two-Day,4CEDA14C,Shipped,2025-07-04
912,O500911,Standard,63F2F6BB,Delivered,2025-07-09
913,O500912,Two-Day,7D131545,In Transit,2025-07-01
914,O500913,Standard,449D6CB3,Pending,2025-06-15
915,O500914,Express,7B458913,In Transit,2025-06-30
916,O500915,Express,E8C9A52C,Pending,2025-06-28
917,O500916,Overnight,9057FB1B,In Transit,2025-07-06
918,O500917,Express,DA24C9CA,Delivered,2025-06-23
919,O500918,Express,CCB7785B,Shipped,2025-07-02
920,O500919,Express,448E60A4,In Transit,2025-06-16
921,O500920,Standard,00849F57,Shipped,2025-07-07
922,O500921,Overnight,DE6D5A01,Pending,2025-06-13
923,O500922,Express,984AC1F7,Pending,2025-06-20
924,O500923,Overnight,1198AD5A,In Transit,2025-07-03
925,O500924,Standard,4CE43CAE,Delivered,2025-07-06
926,O500925,Standard,29D21A24,In Transit,2025-06-18
927,O500926,Standard,75F78354,Shipped,2025-07-01
928,O500927,Overnight,2021156A,Cancelled,2025-07-07
929,O500928,Express,8F0D01DB,Delivered,2025-07-05
930,O500929,Overnight,A828E6EC,Cancelled,2025-06-18
931,O500930,Express,5F5AC85D,Pending,2025-06-10
932,O500931,Overnight,25411167,Delivered,2025-06-21
933,O500932,Overnight,D4A5E034,Shipped,2025-06-25
934,O500933,Express,E9F62C03,Delivered,2025-06-20
935,O500934,Two-Day,BA1BEC99,Delivered,2025-06-30
936,O500935,Express,73602F75,Delivered,2025-06-14
937,O500936,Overnight,6A8CED59,Cancelled,2025-07-06
938,O500937,Two-Day,C5915B52,Delivered,2025-07-01
939,O500938,Overnight,0189E612,Shipped,2025-06-10
940,O500939,Express,11A14979,In Transit,2025-06-21
941,O500940,Standard,117C3094,Cancelled,2025-06-23
942,O500941,Two-Day,811A914E,Shipped,2025-06-17
943,O500942,Express,7BB8F2D8,Cancelled,2025-06-10
944,O500943,Overnight,1FF0E20A,In Transit,2025-07-06
945,O500944,Two-Day,4371A08A,Delivered,2025-07-07
946,O500945,Two-Day,7F9FB0D8,Delivered,2025-07-05
947,O500946,Overnight,5F412EB3,Cancelled,2025-06-16
948,O500947,Express,21B28E75,In Transit,2025-07-02
949,O500948,Two-Day,891980A5,In Transit,2025-06-24
950,O500949,Standard,8DBF2528,Pending,2025-06-14
